customer_id,customer_first_name,customer_last_name,customer_zip,customer_full_name,Index,New_zip
623,abigail,valenzuela,22801,abigail_valenzuela,122,22923
624,iva,kienzler,22801,iva_kienzler,123,22924
625,kevin,null,22801,kevin_null,124,22925
626,valerie,diaz,22801,valerie_diaz,125,22926
627,pane,kienzler,22801,pane_kienzler,126,22927
628,N.A.,lopes,22801,N.A._lopes,127,22928
629,jessica,bullard,22801,jessica_bullard,128,22929
631,abigail,brown,22801,abigail_brown,130,22931
632,iva,N.A.,22801,iva_N.A.,131,22932
633,iva,wilson,22801,iva_wilson,132,22933
634,kevin,connor,22801,kevin_connor,133,22934
-1,kevin,gruber,22801,kevin_gruber,134,22935
636,N.A.,loftis,22801,N.A._loftis,135,22936
637,russell,harris,22801,russell_harris,136,22937
638,norma,forbes,22801,norma_forbes,137,22938
639,kevin,wilson,22801,kevin_wilson,138,22939
641,george,nieves,22801,george_nieves,140,22941
642,george,diaz,22801,george_diaz,141,22942
643,abigail,kienzler,22801,abigail_kienzler,142,22943
644,N.A.,N.A.,22801,N.A._N.A.,143,22944
645,richard,harris,22801,richard_harris,144,22945
646,pane,harris,22801,pane_harris,145,22946
647,pane,nieves,22801,pane_nieves,146,22947
648,iva,davis,22801,iva_davis,147,22948
649,russell,valenzuela,22801,russell_valenzuela,148,22949
651,valerie,connor,22801,valerie_connor,150,22951
652,N.A.,kienzler,22801,N.A._kienzler,151,22952
653,william,brown,22801,william_brown,152,22953
654,ada,armenta,22801,ada_armenta,153,22954
655,norma,messina,22801,norma_messina,154,22955
656,hannah,N.A.,22801,hannah_N.A.,155,22956
657,russell,diaz,22801,russell_diaz,156,22957
658,pane,mitchell,22801,pane_mitchell,157,22958
659,pane,bullard,22801,pane_bullard,158,22959
661,hannah,harris,22801,hannah_harris,160,22961
662,abigail,loftis,22801,abigail_loftis,161,22962
663,valerie,lopes,22801,valerie_lopes,162,22963
664,ada,armenta,22801,ada_armenta,163,22964
-1,abigail,edwards,22801,abigail_edwards,164,22965
666,jessica,loftis,22801,jessica_loftis,165,22966
667,ada,wilson,22801,ada_wilson,166,22967
668,N.A.,N.A.,22801,N.A._N.A.,167,22968
669,pane,davis,22801,pane_davis,168,22969
671,george,paulson,22801,george_paulson,170,22971
672,abigail,forbes,22801,abigail_forbes,171,22972
673,ada,smith,22801,ada_smith,172,22973
674,jeri,diaz,22801,jeri_diaz,173,22974
675,pack,null,22801,pack_null,174,22975
676,N.A.,diaz,22801,N.A._diaz,175,22976
677,valerie,forbes,22801,valerie_forbes,176,22977
678,pane,edwards,22801,pane_edwards,177,22978
679,jeremy,kienzler,22801,jeremy_kienzler,178,22979
681,pack,wilson,22801,pack_wilson,180,22981
682,george,messina,22801,george_messina,181,22982
683,panet,harris,22801,panet_harris,182,22983
684,N.A.,messina,22801,N.A._messina,183,22984
685,kevin,connor,22801,kevin_connor,184,22985
686,russell,nieves,22801,russell_nieves,185,22986
687,iva,nieves,22801,iva_nieves,186,22987
688,william,brown,22801,william_brown,187,22988
689,jeri,diaz,22801,jeri_diaz,188,22989
691,valerie,davis,22801,valerie_davis,190,22991
692,N.A.,N.A.,22801,N.A._N.A.,191,22992
693,pack,armenta,22801,pack_armenta,192,22993
694,jeri,gruber,22801,jeri_gruber,193,22994
-1,jessica,connor,22801,jessica_connor,194,22995
696,russell,lopes,22801,russell_lopes,195,22996
697,william,bullard,22801,william_bullard,196,22997
698,panet,harris,22801,panet_harris,197,22998
699,norma,messina,22801,norma_messina,198,22999
510,william,lopes,-1,william_lopes,9,8
520,ada,smith,-1,ada_smith,19,18
-1,manuel,armenta,-1,manuel_armenta,29,28
540,N.A.,mitchell,-1,N.A._mitchell,39,38
550,pane,null,-1,pane_null,49,48
-1,abigail,N.A.,-1,abigail_N.A.,59,58
570,betty,bullard,-1,betty_bullard,69,68
580,N.A.,gruber,-1,N.A._gruber,79,78
-1,jeri,edwards,-1,jeri_edwards,89,88
600,pane,null,-1,pane_null,99,98
610,pane,edwards,-1,pane_edwards,109,108
-1,N.A.,N.A.,-1,N.A._N.A.,119,118
630,richard,edwards,-1,richard_edwards,129,128
640,iva,wilson,-1,iva_wilson,139,138
-1,abigail,null,-1,abigail_null,149,148
660,N.A.,kienzler,-1,N.A._kienzler,159,158
670,pane,wilson,-1,pane_wilson,169,168
-1,panet,N.A.,-1,panet_N.A.,179,178
690,manuel,brown,-1,manuel_brown,189,188
700,N.A.,null,-1,N.A._null,199,198
